source,target,source_category,target_category
Jornalatual.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalatual.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Folhacapital.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhacapital.com.br,Exame.com,Regional/Local media outlets,Center
Jornalavozdoparana.com.br,Terra.com.br,Regional/Local media outlets,Hyper center media
Jornalavozdoparana.com.br,Inpe.br,Regional/Local media outlets,Center
Jornalavozdoparana.com.br,Eb.mil.br,Regional/Local media outlets,Regional/Local media outlets
Jornalaw.com.br,Cnnbrasil.com.br,Center,Hyper center media
Jornalaw.com.br,Ebc.com.br,Center,Hyper center media
Jornalaw.com.br,Globo.com,Center,Hyper center media
Jornalaw.com.br,Camara.leg.br,Center,Hyper center media
Jornalaw.com.br,Senado.leg.br,Center,Hyper center media
Jornalaw.com.br,Olhardigital.com.br,Center,Center
Jornalaw.com.br,Oantagonista.com,Center,Opinion journalism right
Jornalaw.com.br,Mpf.mp.br,Center,Center
Jornalaw.com.br,Www.gov.br /.../noticias,Center,Center
Jornalaw.com.br,folha.Uol.com.br,Center,Hyper center media
Jornalbeirario.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Jornalbeirario.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalbeirario.com.br,Terra.com.br,Regional/Local media outlets,Hyper center media
Jornalbeirario.com.br,Inpe.br,Regional/Local media outlets,Center
Jornalcarangola.com,R7.com,Center,Hyper center media
Jornalcarangola.com,Correiobraziliense.com.br,Center,Center
Jornalcarangola.com,Em.com.br,Center,Center
Jornalcarangola.com,Globo.com,Center,Hyper center media
Jornalcarangola.com,Camara.leg.br,Center,Hyper center media
Jornalcarangola.com,Senado.leg.br,Center,Hyper center media
Jornalcarangola.com,Poder360.com.br,Center,Center
Jornalcarangola.com,Ig.com.br,Center,Hyper center media
Jornalcarangola.com,Inpe.br,Center,Center
Jornalcarangola.com,Fdr.com.br,Center,Regional/Local media outlets
Jornalcarangola.com,folha.Uol.com.br,Center,Hyper center media
Jornalcarangola.com,Uol.com.br,Center,Hyper center media
Jornalceleiro.com.br,Rcnonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalcidademg.com.br,Poder360.com.br,Center,Center
Jornalcidademg.com.br,Otempo.com.br,Center,Center
Jornalcidadesdaserra.com.br,veja.Abril.com.br,Regional/Local media outlets,Center
Jornalcidadesdaserra.com.br,R7.com,Regional/Local media outlets,Hyper center media
Jornalcidadesdaserra.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalcidadesdaserra.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalcidadesdaserra.com.br,Jornalggn.com.br,Regional/Local media outlets,Opinion journalism left
Jornalcidadesdaserra.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalclassifique.com,Globo.com,Regional/Local media outlets,Hyper center media
Jornalclassifique.com,Emaisgoias.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalcomunidadeemdestaque.com,Www.gov.br /.../noticias,Regional/Local media outlets,Center
Jornalcorreiocacerense.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalcorreiocacerense.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Jornalcorreiocacerense.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Jornalcorreiocacerense.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,R7.com,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Abril.com.br,Regional/Local media outlets,Center
Jornalcorreiodovale.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Jornalcorreiodovale.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Terra.com.br,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Jornalcorreiodovale.com.br,Jovempan.com.br,Regional/Local media outlets,Center
Jornalcorreiodovale.com.br,Almapreta.com,Regional/Local media outlets,Specific progressive themes
Jornalcorreiodovale.com.br,Gazetaonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalcorreiodovale.com.br,Sbtnews.com.br,Regional/Local media outlets,Center
Jornalcorreiodovale.com.br,Gospelprime.com.br,Regional/Local media outlets,Opinion journalism right
Jornalcorreiodovale.com.br,universal.org,Regional/Local media outlets,Regional/Local media outlets
Jornalcorreiodovale.com.br,Folhadosulonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalcorreiodovale.com.br,Rondoniadinamica.com,Regional/Local media outlets,Regional/Local media outlets
Jornalcorreiodovale.com.br,Olhardireto.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalcorreiodovale.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalcorreiopopular.com.br,Cnnbrasil.com.br,Center,Hyper center media
Jornalcorreiopopular.com.br,Istoe.com.br,Center,Center
Jornalcorreiopopular.com.br,Ebc.com.br,Center,Hyper center media
Jornalcorreiopopular.com.br,Globo.com,Center,Hyper center media
Jornalcorreiopopular.com.br,Afp.com,Center,Center
Jornalcorreiopopular.com.br,Metropoles.com,Center,Hyper center media
Jornalcorreiopopular.com.br,noticias.Yahoo.com,Center,Center
Jornalcorreiopopular.com.br,Ig.com.br,Center,Hyper center media
Jornalcorreiopopular.com.br,Gazetadopovo.com.br,Center,Opinion journalism right
Jornalcorreiopopular.com.br,Opovo.com.br,Center,Center
Jornalcorreiopopular.com.br,Hojeemdia.com.br,Center,Center
Jornalcorreiopopular.com.br,Infomoney.com.br,Center,Center
Jornalcorreiopopular.com.br,Opopular.com.br,Center,Center
Jornalcorreiopopular.com.br,Jornalopcao.com.br,Center,Center
Jornalcorreiopopular.com.br,Emaisgoias.com.br,Center,Regional/Local media outlets
Jornalcorreiopopular.com.br,Diariodoestadogo.com.br,Center,Regional/Local media outlets
Jornalcorreiopopular.com.br,Rd1.com.br,Center,Center
Jornalcorreiopopular.com.br,Yahoo.com.br,Center,Center
Jornalcorreiopopular.com.br,Uol.com.br,Center,Hyper center media
Jornaldacidade.net,Terra.com.br,Regional/Local media outlets,Hyper center media
Jornaldacidade.net,Valor.com.br,Regional/Local media outlets,Center
Jornaldacidade.net,Mpf.mp.br,Regional/Local media outlets,Center
Jornaldacidade.net,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornaldafronteira.com.br,R7.com,Regional/Local media outlets,Hyper center media
Jornaldafronteira.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldafronteira.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornaldafronteira.com.br,Ndmais.com.br,Regional/Local media outlets,Center
Jornaldasalagoas.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldasalagoas.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Jornaldasalagoas.com.br,Eb.mil.br,Regional/Local media outlets,Regional/Local media outlets
Jornaldesafio.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornaldesergipe.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldesergipe.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Jornaldesergipe.com.br,Infomoney.com.br,Regional/Local media outlets,Center
Jornaldocariri.com.br,Verdesmares.com.br,Regional/Local media outlets,Center
Jornaldodf.com.br,Em.com.br,Regional/Local media outlets,Center
Jornaldodf.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldodf.com.br,Techtudo.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornaldodf.com.br,Jovempan.com.br,Regional/Local media outlets,Center
Jornaldodf.com.br,Estudosnacionais.com,Regional/Local media outlets,Opinion journalism right
Jornaldodf.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornaldomar.com.br,Correiodopovo.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornaldomar.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornaldomediovale.com.br,Rcnonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornaldomercado.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornaldoonibusms.com.br,Cnnbrasil.com.br,Center,Hyper center media
Jornaldoonibusms.com.br,Ebc.com.br,Center,Hyper center media
Jornaldoonibusms.com.br,Globo.com,Center,Hyper center media
Jornaldoonibusms.com.br,Jovempan.com.br,Center,Center
Jornaldoonibusms.com.br,Poder360.com.br,Center,Center
Jornaldoonibusms.com.br,Ig.com.br,Center,Hyper center media
Jornaldoonibusms.com.br,Nexojornal.com.br,Center,Specific progressive themes
Jornaldoonibusms.com.br,Infomoney.com.br,Center,Center
Jornaldoonibusms.com.br,Campograndenews.com.br,Center,Center
Jornaldoonibusms.com.br,folha.Uol.com.br,Center,Hyper center media
Jornaldoonibusms.com.br,Uol.com.br,Center,Hyper center media
Jornaldopovoparana.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldopovoparana.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornaldopovoparana.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Jornaldopovoparana.com.br,Terra.com.br,Regional/Local media outlets,Hyper center media
Jornaldopovoparana.com.br,Gazetadopovo.com.br,Regional/Local media outlets,Opinion journalism right
Jornaldopovoparana.com.br,Bemparana.com.br,Regional/Local media outlets,Center
Jornaldopovoparana.com.br,Ricmais.com.br,Regional/Local media outlets,Center
Jornaldopovoparana.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornaldosertaope.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldosertaope.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Jornaldosol.com.br,Mpf.mp.br,Regional/Local media outlets,Center
Jornaldosol.com.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Jornaldosol.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornaldosudoeste.com,Em.com.br,Center,Center
Jornaldosudoeste.com,Ebc.com.br,Center,Hyper center media
Jornaldosudoeste.com,Exame.com,Center,Center
Jornaldosudoeste.com,Globo.com,Center,Hyper center media
Jornaldosudoeste.com,Senado.leg.br,Center,Hyper center media
Jornaldosudoeste.com,Geledes.org.br,Center,Specific progressive themes
Jornaldosudoeste.com,Brasil61.com,Center,Hyper center media
Jornaldotocantins.com.br,veja.Abril.com.br,Center,Center
Jornaldotocantins.com.br,Correiobraziliense.com.br,Center,Center
Jornaldotocantins.com.br,Globo.com,Center,Hyper center media
Jornaldotocantins.com.br,Opopular.com.br,Center,Center
Jornaldovale.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornaldovale.com,Ig.com.br,Regional/Local media outlets,Hyper center media
Jornaldovale.com,Otvfoco.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalemdestaque.com,R7.com,Center,Hyper center media
Jornalemdestaque.com,Istoedinheiro.com.br,Center,Center
Jornalemdestaque.com,Correiobraziliense.com.br,Center,Center
Jornalemdestaque.com,Ebc.com.br,Center,Hyper center media
Jornalemdestaque.com,Globo.com,Center,Hyper center media
Jornalemdestaque.com,Camara.leg.br,Center,Hyper center media
Jornalemdestaque.com,Senado.leg.br,Center,Hyper center media
Jornalemdestaque.com,Catracalivre.com.br,Center,Center
Jornalemdestaque.com,Portalbelohorizonte.com.br,Center,Center
Jornalemdestaque.com,folha.Uol.com.br,Center,Hyper center media
Jornalemdestaque.com,Uol.com.br,Center,Hyper center media
Jornalempresasenegocios.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Jornalempresasenegocios.com.br,R7.com,Regional/Local media outlets,Hyper center media
Jornalempresasenegocios.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Jornalempresasenegocios.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalemtempo.com,R7.com,Regional/Local media outlets,Hyper center media
Jornalemtempo.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalemtempo.com,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalentrevista.com.br,Folhavitoria.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalentrevista.com.br,Fdr.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalestacao.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalestacao.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalevolucao.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalfato.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Jornalfato.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalfato.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Jornalfato.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Jornalfato.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalfatos.com.br,Istoedinheiro.com.br,Center,Center
Jornalfatos.com.br,Ebc.com.br,Center,Hyper center media
Jornalfatos.com.br,Jota.info,Center,Center
Jornalfatos.com.br,Otempo.com.br,Center,Center
Jornalfatos.com.br,Bemparana.com.br,Center,Center
Jornalfatos.com.br,Plural.jor.br,Center,Specific progressive themes
Jornalfatos.com.br,Uol.com.br,Center,Hyper center media
Jornalfiquesabendo.com.br,veja.Abril.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,R7.com,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Abril.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Em.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Folhavitoria.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Ebc.com.br,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Globo.com,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Senado.leg.br,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Metropoles.com,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Gazetadopovo.com.br,Hyper center media,Opinion journalism right
Jornalfiquesabendo.com.br,Jornalggn.com.br,Hyper center media,Opinion journalism left
Jornalfiquesabendo.com.br,Migalhas.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,diariooficial,Hyper center media,Hyper center media
Jornalfiquesabendo.com.br,Hojeemdia.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Opopular.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Gazetaonline.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Otempo.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Correiodoestado.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Catracalivre.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Inpe.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Acidadeon.com,Hyper center media,Center
Jornalfiquesabendo.com.br,Fdr.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Meionorte.com,Hyper center media,Center
Jornalfiquesabendo.com.br,Midiamax.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Acritica.com,Hyper center media,Center
Jornalfiquesabendo.com.br,Diariodolitoral.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Unaids.org.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Itatiaia.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Gospelmais.com.br,Hyper center media,Opinion journalism right
Jornalfiquesabendo.com.br,Bahianoticias.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Avozdaserra.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Diariodoaco.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Folharondoniense.com.br,Hyper center media,Regional/Local media outlets
Jornalfiquesabendo.com.br,Jornalcidademg.com.br,Hyper center media,Center
Jornalfiquesabendo.com.br,Jornalmomento.com.br,Hyper center media,Regional/Local media outlets
