source,target,source_category,target_category
Correiodolago.com.br,Uol.com.br,Center,Hyper center media
Correiodolitoral.com,Globo.com,Regional/Local media outlets,Hyper center media
Correiodolitoral.com,Agoralitoral.com.br,Regional/Local media outlets,Regional/Local media outlets
Correiodopara.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Correiodopara.com.br,Diarioonline.com.br,Regional/Local media outlets,Center
Correiodopara.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Correiodopovo-Al.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Correiodopovo-Al.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Correiodopovo-Al.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Correiodosul.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Correiodovale.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Correiodovale.com.br,Globo.com,Regional/Local media outlets,Hyper center media
D24am.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
D24am.com,Senado.leg.br,Regional/Local media outlets,Hyper center media
D24am.com,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Destaquecatarina.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariobahia.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariodaamazonia.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diariodaamazonia.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Diariodaamazonia.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Diariodeaparecida.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diariodeaparecida.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariodeaparecida.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Diariodecuiaba.com.br,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Diariodoaco.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariodoaco.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,veja.Abril.com.br,Regional/Local media outlets,Center
Diariodoestadogo.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Diariodoestadogo.com.br,Inpe.br,Regional/Local media outlets,Center
Diariodoestadogo.com.br,Eb.mil.br,Regional/Local media outlets,Regional/Local media outlets
Diariodoestadogo.com.br,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Diariodovale.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diariodovale.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariodovale.com.br,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Diarioms.com.br,veja.Abril.com.br,Center,Center
Diarioms.com.br,Cnnbrasil.com.br,Center,Hyper center media
Diarioms.com.br,R7.com,Center,Hyper center media
Diarioms.com.br,Istoe.com.br,Center,Center
Diarioms.com.br,Abril.com.br,Center,Center
Diarioms.com.br,Correiobraziliense.com.br,Center,Center
Diarioms.com.br,Uai.com.br,Center,Center
Diarioms.com.br,Ebc.com.br,Center,Hyper center media
Diarioms.com.br,Itaucultural.org.br,Center,Specific progressive themes
Diarioms.com.br,Globo.com,Center,Hyper center media
Diarioms.com.br,Camara.leg.br,Center,Hyper center media
Diarioms.com.br,Senado.leg.br,Center,Hyper center media
Diarioms.com.br,Terra.com.br,Center,Hyper center media
Diarioms.com.br,Metropoles.com,Center,Hyper center media
Diarioms.com.br,Jovempan.com.br,Center,Center
Diarioms.com.br,Poder360.com.br,Center,Center
Diarioms.com.br,Dci.com.br,Center,Opinion journalism right
Diarioms.com.br,Oantagonista.com,Center,Opinion journalism right
Diarioms.com.br,Ig.com.br,Center,Hyper center media
Diarioms.com.br,Revistaforum.com.br,Center,Opinion journalism left
Diarioms.com.br,Catracalivre.com.br,Center,Center
Diarioms.com.br,Campograndenews.com.br,Center,Center
Diarioms.com.br,Eb.mil.br,Center,Regional/Local media outlets
Diarioms.com.br,Rd1.com.br,Center,Center
Diarioms.com.br,Otvfoco.com.br,Center,Regional/Local media outlets
Diarioms.com.br,folha.Uol.com.br,Center,Hyper center media
Diarioms.com.br,Uol.com.br,Center,Hyper center media
Diarionews.com.br,Em.com.br,Regional/Local media outlets,Center
Diarionews.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diarionews.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diarionews.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Diarionews.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Diarionews.com.br,Poder360.com.br,Regional/Local media outlets,Center
Diariopotiguar.com.br,Em.com.br,Regional/Local media outlets,Center
Diariopotiguar.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Diariopotiguar.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Diariopotiguar.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Diariopotiguar.com.br,Apublica.org,Regional/Local media outlets,Specific progressive themes
Diariopotiguar.com.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Diariopotiguar.com.br,Catracalivre.com.br,Regional/Local media outlets,Center
Diariopotiguar.com.br,Gospelprime.com.br,Regional/Local media outlets,Opinion journalism right
Diariopotiguar.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Diariopotiguar.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Ecosdanoticia.net.br,Istoe.com.br,Center,Center
Ecosdanoticia.net.br,Istoedinheiro.com.br,Center,Center
Ecosdanoticia.net.br,Correiobraziliense.com.br,Center,Center
Ecosdanoticia.net.br,Ebc.com.br,Center,Hyper center media
Ecosdanoticia.net.br,Globo.com,Center,Hyper center media
Ecosdanoticia.net.br,Projetocomprova.com.br,Center,Specific progressive themes
Ecosdanoticia.net.br,Metropoles.com,Center,Hyper center media
Ecosdanoticia.net.br,Jovempan.com.br,Center,Center
Ecosdanoticia.net.br,Catracalivre.com.br,Center,Center
Ecosdanoticia.net.br,Acritica.com,Center,Center
Ecosdanoticia.net.br,Yahoo.com.br,Center,Center
Ecosdanoticia.net.br,folha.Uol.com.br,Center,Hyper center media
Ecosdanoticia.net.br,Uol.com.br,Center,Hyper center media
Eshoje.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Eshoje.com.br,Globo.com,Specific progressive themes,Hyper center media
Eshoje.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Eshoje.com.br,Fundosocialelas.org,Specific progressive themes,Specific progressive themes
Eshoje.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Estadaomatogrosso.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Estadaomatogrosso.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Estadaomatogrosso.com.br,Gazetaonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Fanoticias.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Fanoticias.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Fanoticias.com.br,Tecnoblog.net,Regional/Local media outlets,Center
Fanoticias.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Diarinho.net,Tecmundo.com.br,Center,Center
Diarinho.net,Exame.com,Center,Center
Diarinho.net,Globo.com,Center,Hyper center media
Diarinho.net,Camara.leg.br,Center,Hyper center media
Diarinho.net,Senado.leg.br,Center,Hyper center media
Diarinho.net,Www.gov.br /.../noticias,Center,Center
Diarinho.net,Uol.com.br,Center,Hyper center media
Fatonovo.com.br,R7.com,Regional/Local media outlets,Hyper center media
Fique-De-Olho-Digital.com.br,Msn.com /.../noticias,Regional/Local media outlets,Center
Focoregional.com.br,veja.Abril.com.br,Regional/Local media outlets,Center
Focoregional.com.br,Em.com.br,Regional/Local media outlets,Center
Focoregional.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Focoregional.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folha1.com.br,veja.Abril.com.br,Opinion journalism right,Center
Folha1.com.br,Cnnbrasil.com.br,Opinion journalism right,Hyper center media
Folha1.com.br,Istoe.com.br,Opinion journalism right,Center
Folha1.com.br,Abril.com.br,Opinion journalism right,Center
Folha1.com.br,Istoedinheiro.com.br,Opinion journalism right,Center
Folha1.com.br,Correiobraziliense.com.br,Opinion journalism right,Center
Folha1.com.br,Em.com.br,Opinion journalism right,Center
Folha1.com.br,Ebc.com.br,Opinion journalism right,Hyper center media
Folha1.com.br,Globo.com,Opinion journalism right,Hyper center media
Folha1.com.br,Camara.leg.br,Opinion journalism right,Hyper center media
Folha1.com.br,Terra.com.br,Opinion journalism right,Hyper center media
Folha1.com.br,Metropoles.com,Opinion journalism right,Hyper center media
Folha1.com.br,Poder360.com.br,Opinion journalism right,Center
Folha1.com.br,Valor.com.br,Opinion journalism right,Center
Folha1.com.br,Oantagonista.com,Opinion journalism right,Opinion journalism right
Folha1.com.br,Gazetadopovo.com.br,Opinion journalism right,Opinion journalism right
Folha1.com.br,Migalhas.com.br,Opinion journalism right,Center
Folha1.com.br,Mpf.mp.br,Opinion journalism right,Center
Folha1.com.br,Cartacapital.com.br,Opinion journalism right,Opinion journalism left
Folha1.com.br,Diariodorio.com,Opinion journalism right,Opinion journalism right
Folha1.com.br,Brasilsemmedo.com,Opinion journalism right,Opinion journalism right
Folha1.com.br,Diariodopoder.com.br,Opinion journalism right,Opinion journalism right
Folha1.com.br,Perfil.com,Opinion journalism right,Center
Folha1.com.br,Yahoo.com.br,Opinion journalism right,Center
Folha1.com.br,folha.Uol.com.br,Opinion journalism right,Hyper center media
Folha1.com.br,Uol.com.br,Opinion journalism right,Hyper center media
Folhacentrooeste.blog.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhacentrooeste.blog.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Folhacentrooeste.blog.br,Fab.mil.br,Regional/Local media outlets,Regional/Local media outlets
Folhacentrooeste.blog.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Folhadealagoas.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhadecolider.com.br,R7.com,Center,Hyper center media
Folhadecolider.com.br,Istoedinheiro.com.br,Center,Center
Folhadecolider.com.br,Correiobraziliense.com.br,Center,Center
Folhadecolider.com.br,Forumseguranca.org.br,Center,Specific progressive themes
Folhadecolider.com.br,Folhavitoria.com.br,Center,Regional/Local media outlets
Folhadecolider.com.br,Ebc.com.br,Center,Hyper center media
Folhadecolider.com.br,Exame.com,Center,Center
Folhadecolider.com.br,Globo.com,Center,Hyper center media
Folhadecolider.com.br,Senado.leg.br,Center,Hyper center media
Folhadecolider.com.br,Olhardigital.com.br,Center,Center
Folhadecolider.com.br,Terra.com.br,Center,Hyper center media
Folhadecolider.com.br,Metropoles.com,Center,Hyper center media
Folhadecolider.com.br,Ig.com.br,Center,Hyper center media
Folhadecolider.com.br,Gazetadopovo.com.br,Center,Opinion journalism right
Folhadecolider.com.br,Verdesmares.com.br,Center,Center
Folhadecolider.com.br,Folhape.com.br,Center,Center
Folhadecolider.com.br,Bhaz.com.br,Center,Specific progressive themes
Folhadecolider.com.br,Diariodaamazonia.com.br,Center,Regional/Local media outlets
Folhadecolider.com.br,Folhamax.com,Center,Regional/Local media outlets
Folhadecolider.com.br,Www.gov.br /.../noticias,Center,Center
Folhadecolider.com.br,Uol.com.br,Center,Hyper center media
Folhaderondonianews.com,Istoe.com.br,Regional/Local media outlets,Center
Folhaderondonianews.com,Em.com.br,Regional/Local media outlets,Center
Folhaderondonianews.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhaderondonianews.com,Globo.com,Regional/Local media outlets,Hyper center media
Folhaderondonianews.com,Senado.leg.br,Regional/Local media outlets,Hyper center media
Folhaderondonianews.com,Terra.com.br,Regional/Local media outlets,Hyper center media
Folhaderondonianews.com,Ig.com.br,Regional/Local media outlets,Hyper center media
Folhaderondonianews.com,Otempo.com.br,Regional/Local media outlets,Center
Folhaderondonianews.com,Pragmatismopolitico.com.br,Regional/Local media outlets,Opinion journalism left
Folhaderondonianews.com,Rondoniagora.com,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Diariodaamazonia.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Folhadosulonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Folhainterior.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Jornalcorreiodovale.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Onortao.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Yahoo.com.br,Regional/Local media outlets,Center
Folhaderondonianews.com,Rondoniadinamica.com,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,Rondoniaovivo.com,Regional/Local media outlets,Regional/Local media outlets
Folhaderondonianews.com,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Folhadobico.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhadobico.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Folhadobico.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Folhadoes.com,Tecmundo.com.br,Center,Center
Folhadoes.com,Ebc.com.br,Center,Hyper center media
Folhadoes.com,Globo.com,Center,Hyper center media
Folhadoes.com,Senado.leg.br,Center,Hyper center media
Folhadoes.com,Metropoles.com,Center,Hyper center media
Folhadoes.com,Jovempan.com.br,Center,Center
Folhadoes.com,Pleno.news,Center,Opinion journalism right
Folhadointerior.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhadointerior.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhadointerior.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Folhadointerior.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Folhadolitoral.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhadolitoral.com.br,Ig.com.br,Regional/Local media outlets,Hyper center media
Folhadolitoral.com.br,Marinha.mil.br,Regional/Local media outlets,Hyper center media
Folhadonordeste.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhadonordeste.com.br,Jornaldocomercio.com,Regional/Local media outlets,Center
Folhadopara.com,Uol.com.br,Regional/Local media outlets,Hyper center media
Folhadopara.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Folhadopara.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Folhadopara.com.br,Oimparcial.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhadoprogresso.com.br,band.Uol.com.br,Specific progressive themes,Center
Folhadoprogresso.com.br,Correio24Horas.com.br,Specific progressive themes,Center
Folhadoprogresso.com.br,Oliberal.com,Specific progressive themes,Specific progressive themes
Folhadoprogresso.com.br,Diarioonline.com.br,Specific progressive themes,Center
Folhadoprogresso.com.br,Yahoo.com.br,Specific progressive themes,Center
Folhadosul.com.br,Cnnbrasil.com.br,Center,Hyper center media
Folhadosul.com.br,Abril.com.br,Center,Center
Folhadosul.com.br,Istoedinheiro.com.br,Center,Center
Folhadosul.com.br,Globo.com,Center,Hyper center media
Folhadosul.com.br,Camara.leg.br,Center,Hyper center media
Folhadosul.com.br,Senado.leg.br,Center,Hyper center media
Folhadosul.com.br,Mpf.mp.br,Center,Center
Folhadosul.com.br,Infomoney.com.br,Center,Center
Folhadosul.com.br,Marinha.mil.br,Center,Hyper center media
Folhadosul.com.br,Aer.mil.br,Center,Center
Folhadosul.com.br,folha.Uol.com.br,Center,Hyper center media
Folhadosul.com.br,Uol.com.br,Center,Hyper center media
Folhadosulonline.com.br,Exame.com,Regional/Local media outlets,Center
Folhadotocantins.com.br,R7.com,Opinion journalism right,Hyper center media
Folhadotocantins.com.br,Sbt.com.br,Opinion journalism right,Center
Folhadotocantins.com.br,Istoe.com.br,Opinion journalism right,Center
Folhadotocantins.com.br,Ebc.com.br,Opinion journalism right,Hyper center media
Folhadotocantins.com.br,Globo.com,Opinion journalism right,Hyper center media
Folhadotocantins.com.br,Metropoles.com,Opinion journalism right,Hyper center media
Folhadotocantins.com.br,Jovempan.com.br,Opinion journalism right,Center
Folhadotocantins.com.br,Verdesmares.com.br,Opinion journalism right,Center
Folhadotocantins.com.br,Brasil247.com,Opinion journalism right,Opinion journalism left
Folhadotocantins.com.br,Pleno.news,Opinion journalism right,Opinion journalism right
Folhadotocantins.com.br,Gospelmais.com.br,Opinion journalism right,Opinion journalism right
Folhadotocantins.com.br,Otvfoco.com.br,Opinion journalism right,Regional/Local media outlets
Folhadotocantins.com.br,Uol.com.br,Opinion journalism right,Hyper center media
Folhainterior.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Folhainterior.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhainterior.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhainterior.com.br,Emtempo.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhalitoral.com.br,R7.com,Regional/Local media outlets,Hyper center media
Folhalitoral.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhalitoral.com.br,Folhadolitoral.com.br,Regional/Local media outlets,Regional/Local media outlets
Folhanobre.com.br,R7.com,Regional/Local media outlets,Hyper center media
Folhanobre.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhapopular.net.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Folharegionalbahia.com.br,Cnnbrasil.com.br,Center,Hyper center media
Folharegionalbahia.com.br,Ebc.com.br,Center,Hyper center media
Folharegionalbahia.com.br,Globo.com,Center,Hyper center media
Folharegionalbahia.com.br,Camara.leg.br,Center,Hyper center media
Folharegionalbahia.com.br,Senado.leg.br,Center,Hyper center media
Folharegionalbahia.com.br,folha.Uol.com.br,Center,Hyper center media
Folharegionalbahia.com.br,Uol.com.br,Center,Hyper center media
Folharegionalonline.com,R7.com,Regional/Local media outlets,Hyper center media
Folharegionalonline.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folharegionalonline.com,Globo.com,Regional/Local media outlets,Hyper center media
Folharegionalonline.com,Gazetadigital.com.br,Regional/Local media outlets,Regional/Local media outlets
Folharegionalonline.com,Cenariomt.com.br,Regional/Local media outlets,Regional/Local media outlets
Folharondoniense.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,R7.com,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Folharondoniense.com.br,Revistaoeste.com,Regional/Local media outlets,Opinion journalism right
Folharondoniense.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Folharondoniense.com.br,Jovempan.com.br,Regional/Local media outlets,Center
Folharondoniense.com.br,Revistaforum.com.br,Regional/Local media outlets,Opinion journalism left
Folharondoniense.com.br,Rondoniagora.com,Regional/Local media outlets,Regional/Local media outlets
Folhasertaneja.com.br,R7.com,Regional/Local media outlets,Hyper center media
Folhasertaneja.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Folhaz.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Folhaz.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Folhaz.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Fpop.com.br,Correiodopovo.com.br,Regional/Local media outlets,Regional/Local media outlets
Gazetadealagoas.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Gazetadenoticias.com,veja.Abril.com.br,Regional/Local media outlets,Center
Gazetadenoticias.com,Ebc.com.br,Regional/Local media outlets,Hyper center media
Gazetadenoticias.com,Senado.leg.br,Regional/Local media outlets,Hyper center media
Gazetadenoticias.com,noticias.Yahoo.com,Regional/Local media outlets,Center
Gazetadenoticias.com,Yahoo.com.br,Regional/Local media outlets,Center
Gazetaderondonia.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Gazetaderondonia.com.br,Terrabrasilnoticias.com,Regional/Local media outlets,Opinion journalism right
Gazetadosvales.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Gazetapopular.com,Globo.com,Regional/Local media outlets,Hyper center media
Gazetapopular.com,Senado.leg.br,Regional/Local media outlets,Hyper center media
Gazetapopular.com,Brasil61.com,Regional/Local media outlets,Hyper center media
Gazetasp.com.br,R7.com,Regional/Local media outlets,Hyper center media
Gazetasp.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Gazetasp.com.br,Diariodolitoral.com.br,Regional/Local media outlets,Regional/Local media outlets
Gazetasp.com.br,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Goiasinterior.com.br,Tecmundo.com.br,Regional/Local media outlets,Center
Goiasinterior.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Goiasinterior.com.br,Olhardigital.com.br,Regional/Local media outlets,Center
Goiasinterior.com.br,Techtudo.com.br,Regional/Local media outlets,Regional/Local media outlets
Goiasinterior.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Gujsp.com.br,R7.com,Regional/Local media outlets,Hyper center media
Gujsp.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Gujsp.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Gujsp.com.br,folha.Uol.com.br,Regional/Local media outlets,Hyper center media
Hojecentrosul.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Hojecentrosul.com.br,Inpe.br,Regional/Local media outlets,Center
Horaagha.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Impactopr.com.br,Cnnbrasil.com.br,Opinion journalism right,Hyper center media
Impactopr.com.br,Ebc.com.br,Opinion journalism right,Hyper center media
Impactopr.com.br,Camara.leg.br,Opinion journalism right,Hyper center media
Impactopr.com.br,Senado.leg.br,Opinion journalism right,Hyper center media
Impactopr.com.br,Metropoles.com,Opinion journalism right,Hyper center media
Impactopr.com.br,Oantagonista.com,Opinion journalism right,Opinion journalism right
Impactopr.com.br,Ig.com.br,Opinion journalism right,Hyper center media
Impactopr.com.br,Crusoe.com.br,Opinion journalism right,Opinion journalism right
Impactopr.com.br,Uol.com.br,Opinion journalism right,Hyper center media
Jcam.com.br,veja.Abril.com.br,Opinion journalism right,Center
Jcam.com.br,Cnnbrasil.com.br,Opinion journalism right,Hyper center media
Jcam.com.br,Istoe.com.br,Opinion journalism right,Center
Jcam.com.br,Correiobraziliense.com.br,Opinion journalism right,Center
Jcam.com.br,Em.com.br,Opinion journalism right,Center
Jcam.com.br,Tecmundo.com.br,Opinion journalism right,Center
Jcam.com.br,Ebc.com.br,Opinion journalism right,Hyper center media
Jcam.com.br,Exame.com,Opinion journalism right,Center
Jcam.com.br,Globo.com,Opinion journalism right,Hyper center media
Jcam.com.br,Camara.leg.br,Opinion journalism right,Hyper center media
Jcam.com.br,Senado.leg.br,Opinion journalism right,Hyper center media
Jcam.com.br,Olhardigital.com.br,Opinion journalism right,Center
Jcam.com.br,Aosfatos.org,Opinion journalism right,Specific progressive themes
Jcam.com.br,Metropoles.com,Opinion journalism right,Hyper center media
Jcam.com.br,Jovempan.com.br,Opinion journalism right,Center
Jcam.com.br,Poder360.com.br,Opinion journalism right,Center
Jcam.com.br,Gazetadopovo.com.br,Opinion journalism right,Opinion journalism right
Jcam.com.br,Mpf.mp.br,Opinion journalism right,Center
Jcam.com.br,Apublica.org,Opinion journalism right,Specific progressive themes
Jcam.com.br,Infomoney.com.br,Opinion journalism right,Center
Jcam.com.br,Brasildefato.com.br,Opinion journalism right,Opinion journalism left
Jcam.com.br,Mises.org.br,Opinion journalism right,Opinion journalism right
Jcam.com.br,Inpe.br,Opinion journalism right,Center
Jcam.com.br,folha.Uol.com.br,Opinion journalism right,Hyper center media
Jcam.com.br,Uol.com.br,Opinion journalism right,Hyper center media
Jd1noticias.com,Diarioonline.com.br,Regional/Local media outlets,Center
Jd1noticias.com,Eb.mil.br,Regional/Local media outlets,Regional/Local media outlets
Jdia.com.br,Cnnbrasil.com.br,Center,Hyper center media
Jdia.com.br,Abril.com.br,Center,Center
Jdia.com.br,Correiobraziliense.com.br,Center,Center
Jdia.com.br,Forumseguranca.org.br,Center,Specific progressive themes
Jdia.com.br,Tecmundo.com.br,Center,Center
Jdia.com.br,Ebc.com.br,Center,Hyper center media
Jdia.com.br,Globo.com,Center,Hyper center media
Jdia.com.br,Camara.leg.br,Center,Hyper center media
Jdia.com.br,Senado.leg.br,Center,Hyper center media
Jdia.com.br,Poder360.com.br,Center,Center
Jdia.com.br,Mpf.mp.br,Center,Center
Jdia.com.br,Eb.mil.br,Center,Regional/Local media outlets
Jdia.com.br,folha.Uol.com.br,Center,Hyper center media
Jdia.com.br,Uol.com.br,Center,Hyper center media
Jmonline.com.br /novo,Globo.com,Center,Hyper center media
Jmonline.com.br /novo,Otempo.com.br,Center,Center
Jmonline.com.br /novo,Uol.com.br,Center,Hyper center media
Jopioneiro.com,Globo.com,Regional/Local media outlets,Hyper center media
Jopioneiro.com,Opovo.com.br,Regional/Local media outlets,Center
Jopioneiro.com,Gazetadigital.com.br,Regional/Local media outlets,Regional/Local media outlets
Jopioneiro.com,Rdnews.com.br,Regional/Local media outlets,Regional/Local media outlets
Jopioneiro.com,Olhardireto.com.br,Regional/Local media outlets,Regional/Local media outlets
Jopioneiro.com,Uol.com.br,Regional/Local media outlets,Hyper center media
Jopsc.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jopsc.com.br,Rcnonline.com.br,Regional/Local media outlets,Regional/Local media outlets
Jornalacorda.com.br,diariooficial,Regional/Local media outlets,Hyper center media
Jornaladvogado.com.br,Cnnbrasil.com.br,Regional/Local media outlets,Hyper center media
Jornaladvogado.com.br,Camara.leg.br,Regional/Local media outlets,Hyper center media
Jornaladvogado.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Jornaladvogado.com.br,diariooficial,Regional/Local media outlets,Hyper center media
Jornaladvogado.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Jornalaguaverde.com.br,Globo.com,Opinion journalism left,Hyper center media
Jornalaguaverde.com.br,Diariodocentrodomundo.com.br,Opinion journalism left,Opinion journalism left
Jornalaguaverde.com.br,Metropoles.com,Opinion journalism left,Hyper center media
Jornalaguaverde.com.br,Jornalggn.com.br,Opinion journalism left,Opinion journalism left
Jornalaguaverde.com.br,Brasil247.com,Opinion journalism left,Opinion journalism left
Jornalaguaverde.com.br,Revistaforum.com.br,Opinion journalism left,Opinion journalism left
Jornalaguaverde.com.br,Diariodopoder.com.br,Opinion journalism left,Opinion journalism right
Jornalaguaverde.com.br,Outraspalavras.net,Opinion journalism left,Opinion journalism left
Jornalaguaverde.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Jornalaguaverde.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Jornalalerta.com.br,Correiobraziliense.com.br,Regional/Local media outlets,Center
Jornalalerta.com.br,Globo.com,Regional/Local media outlets,Hyper center media
Jornalalerta.com.br,Metropoles.com,Regional/Local media outlets,Hyper center media
Jornalalerta.com.br,Yahoo.com.br,Regional/Local media outlets,Center
Jornalalerta.com.br,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalanoticia.com,Globo.com,Regional/Local media outlets,Hyper center media
Jornalanoticia.com,Uol.com.br,Regional/Local media outlets,Hyper center media
Jornalapraca.com.br,Globo.com,Regional/Local media outlets,Hyper center media
